gene,environment,n_replicates,replicate_pre_effects,replicate_post_effects,mean_pre_effect,mean_post_effect,suppression_fraction,category,baseline_effect_size_pass,baseline_direction_concordant,post_direction_concordant,replicate_retention_eligible
MICD,plastic,2,-0.36333;-0.000328831,9.2022e-05;0.0037453,-0.1818294659299235,0.0019186600088145211,,insufficient,False,False,True,False
MICE,hydrogel,2,0.193962;0.058753,0.0037474;-0.126395,0.12635764137464,-0.06132376841797493,,insufficient,False,False,False,False
MICE,plastic,2,0.855274;-0.153452,0.143188;0.323116,0.35091129737667504,0.23315186982138003,,insufficient,False,False,True,False
MICG,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MICG,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MICOS10,hydrogel,2,0.397121;0.395365,0.302281;0.0492672,0.3962434596635003,0.17577408036009956,,insufficient,False,False,True,False
MICOS10,plastic,2,0.214658;0.337949,0.0393644;0.0989525,0.27630344051449995,0.06915843080699968,,insufficient,False,False,True,False
MICOS10-NBL1,hydrogel,2,0.503511;0.506568,2.19015;0.0417697,0.5050395799399898,1.1159617069197396,-1.2096519782713688,enhanced_or_reprogrammed,True,True,True,True
MICOS10-NBL1,plastic,2,-0.0799939;0.126693,0.358748;0.0725182,0.02334966300211505,0.21563313219819502,,insufficient,False,False,True,False
MICOS10P2,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MICOS10P2,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MICOS10P3,hydrogel,2,-0.0824588;-0.0410601,0.000960193;-0.124526,-0.061759444538618244,-0.0617829434080363,,insufficient,False,False,False,False
MICOS10P3,plastic,2,0.249117;-0.000450712,0.000135602;0.053605,0.124333343853064,0.026870303137306706,,insufficient,False,False,True,False
MICOS10P4,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MICOS10P4,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MICOS13,hydrogel,2,0.229221;0.311181,0.483276;-0.0352229,0.2702008241512841,0.22402660556028575,,insufficient,False,False,False,False
MICOS13,plastic,2,0.0913427;0.0183061,0.157484;0.170323,0.054824393290900275,0.16390346510274956,,insufficient,False,False,True,False
MICU1,hydrogel,2,0.289308;0.373695,-0.0996613;-0.0623044,0.33150117485205133,-0.08098284217250029,,insufficient,False,False,True,False
MICU1,plastic,2,0.006305;-0.0485055,-0.0960705;0.137865,-0.021100237170200487,0.02089722606084976,,insufficient,False,False,False,False
MICU2,hydrogel,2,-0.0416655;0.178424,0.0830184;0.019343,0.06837922233614968,0.051180681694749985,,insufficient,False,False,True,False
MICU2,plastic,2,0.086954;0.17736,0.122327;0.00764859,0.13215703921239985,0.06498766080999996,,insufficient,False,False,True,False
MICU3,hydrogel,2,-0.369653;-0.498791,-0.472346;-0.266282,-0.4342218998894998,-0.3693138434076504,,insufficient,False,False,True,False
MICU3,plastic,2,-0.371568;0.0208733,-0.269949;0.353863,-0.1753471638466495,0.04195676100679968,,insufficient,False,False,False,False
MID1,hydrogel,2,-0.117082;-0.247214,-0.0199177;-0.191857,-0.18214823496799948,-0.10588712113884924,,insufficient,False,False,True,False
MID1,plastic,2,-0.439291;-0.479165,-0.198719;-0.254562,-0.4592278347921006,-0.22664046413795003,,insufficient,False,False,True,False
MID1IP1,hydrogel,2,0.678119;1.20257,0.273364;0.294273,0.94034278963868,0.2838180760491804,0.6981759426706133,partially_retained,True,True,True,True
MID1IP1,plastic,2,0.354269;0.373967,-0.126834;-0.118667,0.364117684084861,-0.12275079344288908,,insufficient,False,False,True,False
MID1IP1-AS1,hydrogel,2,-0.0429182;0.00110268,0.0460446;0.00280727,-0.02090774355974151,0.02442592530318899,,insufficient,False,False,True,False
MID1IP1-AS1,plastic,2,-0.0262692;-0.178249,0.119247;0.315703,-0.10225911734017495,0.21747516832674005,,insufficient,False,False,True,False
MID2,hydrogel,2,-0.485739;-0.408959,-0.455392;-0.596835,-0.4473486817493546,-0.5261137138964846,,insufficient,False,False,True,False
MID2,plastic,2,-0.419235;-0.334201,-0.483454;-0.434627,-0.3767182302033696,-0.4590409178523043,,insufficient,False,False,True,False
MIDEAS,hydrogel,2,-0.0431956;-0.417215,-0.0295078;0.192474,-0.2302054145053951,0.08148303767854426,,insufficient,False,False,False,False
MIDEAS,plastic,2,-0.104694;0.00807599,0.591272;-0.20448,-0.048309235652015836,0.19339595927626974,,insufficient,False,False,False,False
MIDN,hydrogel,2,0.00578698;0.00656851,0.11136;0.112337,0.0061777476126998465,0.11184851016910535,,insufficient,False,False,True,False
MIDN,plastic,2,-0.476192;-0.0283062,0.211532;0.547602,-0.2522491063306953,0.37956722494665485,,insufficient,False,False,True,False
MIEF1,hydrogel,2,0.276211;0.191806,-0.0770689;0.0279632,0.23400848430730026,-0.02455283841605027,,insufficient,False,False,False,False
MIEF1,plastic,2,0.0933708;0.0784304,0.140768;-0.0994188,0.08590057420130037,0.02067450726499942,,insufficient,False,False,False,False
MIEF2,hydrogel,2,-0.136678;-0.184537,-0.0883539;-0.128879,-0.160607550149936,-0.10861631383792059,,insufficient,False,False,True,False
MIEF2,plastic,2,0.0184651;0.0739569,-0.0999701;-0.477871,0.04621095837399469,-0.28892055812390005,,insufficient,False,False,True,False
MIEN1,hydrogel,2,0.20453;0.421676,0.188699;-0.105414,0.31310282314650006,0.0416421681769501,,insufficient,False,False,False,False
MIEN1,plastic,2,0.180163;0.331161,0.0519845;0.119013,0.2556617450487,0.08549856413855039,,insufficient,False,False,True,False
MIER1,hydrogel,2,-0.0723444;-0.35537,-0.242903;-0.108874,-0.21385696324435077,-0.17588872206790018,,insufficient,False,False,True,False
MIER1,plastic,2,-0.266489;-0.0264038,0.0718858;0.0169102,-0.1464463146824997,0.044398010284449896,,insufficient,False,False,True,False
MIER2,hydrogel,2,0.15173;0.27619,-0.0946281;0.324404,0.21396017010937918,0.11488806842927524,,insufficient,False,False,False,False
MIER2,plastic,2,0.191418;0.0896091,-0.343906;-0.105852,0.14051379800060015,-0.22487890498203988,,insufficient,False,False,True,False
MIER3,hydrogel,2,-0.389906;-0.213503,-0.661296;-0.163308,-0.30170492726015574,-0.4123020067818395,,insufficient,False,False,True,False
MIER3,plastic,2,-0.0923237;-0.400258,0.209892;-0.039516,-0.24629097256799515,0.08518807911027437,,insufficient,False,False,False,False
MIF,hydrogel,2,1.22167;1.45513,0.547084;0.568086,1.3383992673293008,0.5575852046712999,0.5833939704824187,partially_retained,True,True,True,True
MIF,plastic,2,0.77613;0.998304,0.205449;0.237363,0.8872173184578998,0.22140626105305028,0.7504486708646723,suppressed,True,True,True,True
MIF-AS1,hydrogel,2,1.22033;0.978901,0.417887;0.242063,1.09961735180255,0.3299749908538949,0.6999183485846392,partially_retained,True,True,True,True
MIF-AS1,plastic,2,0.415978;0.808547,0.125595;-0.089836,0.6122623260413942,0.017879577324275253,0.9707975216442332,suppressed,True,False,False,False
MIF4GD,hydrogel,2,-0.0637565;-0.450941,0.438051;-0.106469,-0.2573486831513794,0.16579098796985026,,insufficient,False,False,False,False
MIF4GD,plastic,2,-0.546998;-0.339564,-0.0397342;-0.227604,-0.4432808269910353,-0.13366913242755007,,insufficient,False,False,True,False
MIGA1,hydrogel,2,-0.1964;0.144982,0.0510885;-0.0168912,-0.025709114648440057,0.017098671005955524,,insufficient,False,False,False,False
MIGA1,plastic,2,0.129681;0.0522597,0.0170201;-0.0100528,0.09097013012576571,0.0034836088549807798,,insufficient,False,False,False,False
MIGA2,hydrogel,2,-0.64024;0.0148973,-0.285192;0.275547,-0.31267120590038555,-0.004822593714694179,,insufficient,False,False,False,False
MIGA2,plastic,2,-0.0689187;-0.124726,0.29374;-0.39179,-0.09682254028216963,-0.049024987579855406,,insufficient,False,False,False,False
MIIP,hydrogel,2,0.0622521;0.105339,-0.0506478;-0.432259,0.08379579981254981,-0.24145326593346006,,insufficient,False,False,True,False
MIIP,plastic,2,-0.121671;-0.224377,-0.155773;-0.421494,-0.17302424693215013,-0.2886333650060644,,insufficient,False,False,True,False
MILR1,hydrogel,2,1.00252;1.71826,0.186871;0.933262,1.3603916686627948,0.5600665353497098,0.5883049358129114,partially_retained,True,True,True,True
MILR1,plastic,2,1.13719;0.892069,0.354156;-0.195663,1.0146278759251,0.07924679360714992,0.9218957063101626,suppressed,True,True,False,True
MIMT1,hydrogel,2,0.000794764;0.0013052,0.0019573;0.00322956,0.0010499801035250833,0.0025934306071400126,,insufficient,False,False,True,False
MIMT1,plastic,2,0.0021927;-0.0544578,0.000263506;0.00209003,-0.026132573473640064,0.0011767684691549318,,insufficient,False,False,True,False
MINAR1,hydrogel,2,0.373891;-0.357277,-0.488236;0.325036,0.008307200441145302,-0.08159989809356993,,insufficient,False,False,False,False
MINAR1,plastic,2,-0.0650757;-0.273762,0.037246;0.0207776,-0.16941887958205992,0.02901176451974008,,insufficient,False,False,True,False
MINAR2,hydrogel,2,0.0503975;0.00158806,0.0934322;-0.439015,0.02599278958990847,-0.17279132429290156,,insufficient,False,False,False,False
MINAR2,plastic,2,0.145675;-0.266748,0.0891908;0.0590181,-0.0605365915187,0.0741044345186535,,insufficient,False,False,True,False
MINCR,hydrogel,2,-0.612011;-0.209453,0.129036;-0.29997,-0.410732001427045,-0.08546731454095946,,insufficient,False,False,False,False
MINCR,plastic,2,0.11806;0.305491,0.423951;-0.349466,0.2117756967773552,0.037242171068729846,,insufficient,False,False,False,False
MINDY1,hydrogel,2,-0.30675;-0.0642356,-0.139296;0.0740321,-0.18549268658163065,-0.032631751075459015,,insufficient,False,False,False,False
MINDY1,plastic,2,-0.351432;-0.237973,-0.331654;0.0223105,-0.2947024340639146,-0.15467192593010548,,insufficient,False,False,False,False
MINDY2,hydrogel,2,-0.0443449;-0.185302,0.0554363;0.176573,-0.11482342666450052,0.11600450662005013,,insufficient,False,False,True,False
MINDY2,plastic,2,-0.307794;-0.117953,0.186235;0.268024,-0.21287383460914988,0.22712934325404976,,insufficient,False,False,True,False
MINDY3,hydrogel,2,-0.331919;-0.0256788,0.0402421;-0.0499393,-0.17879912301109968,-0.004848590880300208,,insufficient,False,False,False,False
MINDY3,plastic,2,0.0619009;-0.119587,-0.0255556;0.100142,-0.02884300465239953,0.0372933667641,,insufficient,False,False,False,False
MINDY4,hydrogel,2,-0.143763;-0.365357,-0.338704;0.370396,-0.2545602376228602,0.015845808105649617,,insufficient,False,False,False,False
MINDY4,plastic,2,-0.392328;-0.369382,0.139052;-0.0835143,-0.3808550037723153,0.027768873581444975,,insufficient,False,False,False,False
MINDY4B,hydrogel,2,0.000299824;-0.297409,0.000669994;0.00307576,-0.14855482122646002,0.001872875628672499,,insufficient,False,False,True,False
MINDY4B,plastic,2,0.139459;-0.000314119,9.45767e-05;0.00214549,0.06957224105676552,0.0011200323057460326,,insufficient,False,False,True,False
MINK1,hydrogel,2,0.288113;0.579157,-0.0810645;0.167012,0.4336350731765597,0.04297394712617564,,insufficient,False,False,False,False
MINK1,plastic,2,0.255564;0.439259,-0.00872102;-0.233615,0.34741150819575495,-0.12116813272241611,,insufficient,False,False,True,False
MINPP1,hydrogel,2,-0.105805;-0.108259,0.226081;0.2509,-0.10703192432794939,0.2384904463272992,,insufficient,False,False,True,False
MINPP1,plastic,2,-0.0833435;-0.0117732,0.080189;0.119776,-0.04755838725235062,0.09998240838064998,,insufficient,False,False,True,False
MIOS,hydrogel,2,0.145119;0.245461,0.290885;-0.059931,0.19528979181859984,0.1154768543472997,,insufficient,False,False,False,False
MIOS,plastic,2,0.155102;0.261892,-0.00637094;0.233579,0.20849729752525015,0.11360393115459999,,insufficient,False,False,False,False
MIOS-DT,hydrogel,2,-1.34656;-0.915348,0.204934;-0.0839425,-1.1309519882098544,0.060495611699194374,1.0534908752359602,suppressed,True,True,False,True
MIOS-DT,plastic,2,-0.408492;-0.22906,-0.149691;0.495893,-0.31877611519845983,0.17310117038443007,,insufficient,False,False,False,False
MIOX,hydrogel,2,0.0614651;0.219779,0.00440764;0.00818032,0.14062227749241496,0.0062939765325248365,,insufficient,False,False,True,False
MIOX,plastic,2,0.222219;1.07255,0.0537401;0.135424,0.6473840946485899,0.09458198205687507,0.8539012885260711,suppressed,True,False,True,False
MIOXP1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIOXP1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIP,hydrogel,2,-0.298368;-0.0997668,1.08163;-0.0855815,-0.1990671893477851,0.49802646321417,,insufficient,False,False,False,False
MIP,plastic,2,0.191499;0.374894,-0.108611;-0.202218,0.28319669376328993,-0.15541459105831001,,insufficient,False,False,True,False
MIPEP,hydrogel,2,0.217468;0.252558,0.00124623;-0.166755,0.23501252892349989,-0.08275413687695021,,insufficient,False,False,False,False
MIPEP,plastic,2,0.123237;0.303379,-0.0159472;-0.0779978,0.21330814083880067,-0.046972534820649336,,insufficient,False,False,True,False
MIPEPP1,hydrogel,2,-0.123883;0.000600107,0.000810765;-0.304776,-0.0616416616333155,-0.151982558356577,,insufficient,False,False,False,False
MIPEPP1,plastic,2,-0.110359;-0.000380302,0.000114469;0.00101829,-0.055369728239933,0.0005663797780795232,,insufficient,False,False,True,False
MIPEPP2,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIPEPP2,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIPEPP3,hydrogel,2,0.267198;0.455312,-0.577555;-0.445543,0.36125498004858514,-0.5115491876263798,,insufficient,False,False,True,False
MIPEPP3,plastic,2,-0.16912;-0.0405449,-0.321806;-0.185629,-0.10483227871355494,-0.253717281799855,,insufficient,False,False,True,False
MIPOL1,hydrogel,2,-0.0632728;-0.42389,0.162341;-0.421305,-0.24358122836253582,-0.1294819341268303,,insufficient,False,False,False,False
MIPOL1,plastic,2,-0.145846;0.213185,0.0551549;-0.532653,0.033669585903080446,-0.238749058939435,,insufficient,False,False,False,False
MIR1-1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1-1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1-1HG,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1-1HG,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1-1HG-AS1,hydrogel,2,-0.127023;-0.0421504,-0.106624;-0.394244,-0.08458688707006001,-0.250433974476055,,insufficient,False,False,True,False
MIR1-1HG-AS1,plastic,2,-0.0974034;-0.00497198,-0.265895;0.419681,-0.051187674011670015,0.07689301268355497,,insufficient,False,False,False,False
MIR1-2,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1-2,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR100,hydrogel,2,0.0011767;0.00193243,0.0558429;0.00478159,0.0015545695669599846,0.030312219569030074,,insufficient,False,False,True,False
MIR100,plastic,2,0.00324645;0.0782061,0.000390139;0.00309444,0.04072627077759494,0.0017422886808700078,,insufficient,False,False,True,False
MIR100HG,hydrogel,2,-0.292811;-0.287805,-0.11517;-0.285345,-0.29030767222795006,-0.2002572005540495,,insufficient,False,False,True,False
MIR100HG,plastic,2,-0.258355;-0.310822,-0.00216801;-0.11863,-0.28458863594454975,-0.060398771924900174,,insufficient,False,False,True,False
MIR101-1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR101-1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR101-2,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR101-2,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR103A1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR103A1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR103A2,hydrogel,2,0.0322585;0.00225459,0.0342667;0.00557872,0.01725655190083486,0.01992269913429001,,insufficient,False,False,True,False
MIR103A2,plastic,2,0.00378766;-0.00141323,0.000455179;0.00361031,0.0011872152991200258,0.00203274286484989,,insufficient,False,False,True,False
MIR103B1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR103B1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR103B2,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR103B2,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR105-1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR105-1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR105-2,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR105-2,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR106A,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR106A,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR106B,hydrogel,2,0.00044278;0.000727153,0.00109046;-0.0181233,0.0005849666650701302,-0.008516427153805184,,insufficient,False,False,False,False
MIR106B,plastic,2,0.0012216;-0.000455797,0.000146805;0.0011644,0.0003829024198100939,0.0006556032106248555,,insufficient,False,False,True,False
MIR107,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR107,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR10A,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR10A,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR10B,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR10B,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1178,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1178,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1179,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1179,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1180,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1180,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1181,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1181,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1182,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1182,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1183,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1183,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1184-1,hydrogel,2,0.0013529;0.00222179,0.0337682;0.00549757,0.0017873461351100017,0.019632895290650043,,insufficient,False,False,True,False
MIR1184-1,plastic,2,0.00373256;0.0594801,-0.0908606;0.00355779,0.03160631518383494,-0.043651380672054985,,insufficient,False,False,False,False
MIR1185-1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1185-1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1185-2,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1185-2,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1193,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1193,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1197,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1197,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1199,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1199,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1200,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1200,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1202,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1202,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1203,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1203,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1204,hydrogel,2,0.00120594;0.00198044,0.00296992;0.00490038,0.0015931916457150308,0.003935152640670014,,insufficient,False,False,True,False
MIR1204,plastic,2,-0.157965;-0.00124139,0.000399832;0.00317132,-0.07960296683863488,0.0017855744958449327,,insufficient,False,False,True,False
MIR1205,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1205,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1206,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1206,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1207,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1207,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1208,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1208,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR122,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR122,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1224,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1224,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1225,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1225,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1226,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1226,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1227,hydrogel,2,0.000709159;0.00116461,0.00174648;0.0028817,0.00093688527595992,0.002314088564040029,,insufficient,False,False,True,False
MIR1227,plastic,2,0.00195652;-0.000730007,0.0480972;0.00186491,0.000613258260119931,0.024981072732309983,,insufficient,False,False,True,False
MIR1228,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1228,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1229,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1229,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR122HG,hydrogel,2,0.00157092;0.00257983,0.00386878;0.00638349,0.002075375556900072,0.005126137602514902,,insufficient,False,False,True,False
MIR122HG,plastic,2,0.00433406;-0.142982,0.000520843;0.0748135,-0.06932385181761502,0.037667150214224954,,insufficient,False,False,True,False
MIR1231,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1231,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1233-1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1233-1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1234,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1234,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1236,hydrogel,2,0.000474428;-0.0205674,0.0011684;0.00192786,-0.010046482843700133,0.0015481265247099252,,insufficient,False,False,True,False
MIR1236,plastic,2,0.00130892;-0.000488375,0.000157298;0.00124763,0.00041027011399985547,0.0007024620113349478,,insufficient,False,False,True,False
MIR1237,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1237,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1238,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1238,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR124-1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR124-1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR124-1HG,hydrogel,2,0.00167394;0.00274902,0.00258389;0.044461,0.00221147821958001,0.023522420733339988,,insufficient,False,False,True,False
MIR124-1HG,plastic,2,0.00412266;-0.1147,-0.11151;0.00440204,-0.05528849326553997,-0.053554185899920004,,insufficient,False,False,False,False
MIR124-2,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR124-2,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR124-2HG,hydrogel,2,0.00104065;0.00170901,0.00256287;0.00422874,0.0013748307413248284,0.0033958054178500063,,insufficient,False,False,True,False
MIR124-2HG,plastic,2,0.0028711;-0.0947181,0.000345032;0.00273666,-0.04592352563329993,0.0015408458325899543,,insufficient,False,False,True,False
MIR124-3,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR124-3,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1243,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1243,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1244-1,hydrogel,2,-0.49177;0.0410504,0.396853;0.189092,-0.22535985324462482,0.29297275430722003,,insufficient,False,False,True,False
MIR1244-1,plastic,2,-0.683281;-0.274696,-0.0289625;-0.323752,-0.4789887410083,-0.17635745308307538,,insufficient,False,False,True,False
MIR1245A,hydrogel,2,-0.933951;-1.04847,-0.450474;-0.165975,-0.9912099513669299,-0.30822410674230993,0.6890425622571152,partially_retained,True,True,True,True
MIR1245A,plastic,2,-0.840889;-0.00529716,0.260029;0.0140724,-0.4230930547452798,0.13705075161867497,,insufficient,False,False,True,False
MIR1245B,hydrogel,2,0.00128046;0.105321,0.00287278;0.00537965,0.053300936533340004,0.004126213773074872,,insufficient,False,False,True,False
MIR1245B,plastic,2,0.196825;-0.555229,-0.246359;-0.420495,-0.17920207765405005,-0.33342707796939,,insufficient,False,False,True,False
MIR1246,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1246,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1247,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1247,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1248,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1248,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1249,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1249,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1250,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1250,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1251,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1251,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1252,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1252,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1253,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
MIR1253,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
